model,segment,row_count,mae,rmse,mape_percent,direction_accuracy_percent
baseline_lag_1,all,824,0.22646448220064735,0.5961533161510341,4.248277209733014,52.06310679611651
gradient_boosting,all,824,0.28439895161700235,0.6072224573955898,5.543933612212462,27.063106796116504
ridge,all,824,0.26030245764942234,0.5915392031015124,5.24256596184863,28.883495145631066
baseline_lag_1,price_change,381,0.48978145231846026,0.876716302077127,9.187875120262474,0.0
gradient_boosting,price_change,381,0.5169340997640789,0.8791855429899068,10.289055933340608,56.69291338582677
ridge,price_change,381,0.4993748551709967,0.864244533724124,9.937008444610512,58.79265091863517
baseline_lag_1,large_change,132,1.0289493686868685,1.4170199135219521,19.98614010611183,0.0
gradient_boosting,large_change,132,0.999005066029833,1.3883230051659137,19.364460086384465,59.09090909090909
ridge,large_change,132,0.9557154960767188,1.366501490983388,17.860796788016046,69.6969696969697
