model,series_id,row_count,mae,rmse,mape_percent,mape_excluded_zero_count,r2
gradient_boosting,28,32,0.01907998393881747,0.02125737660356781,1.517912779103815,0,-4.587946496159697
gradient_boosting,29,32,0.274049714615276,0.48012852090906927,7.189457217810038,0,0.5352478980691795
gradient_boosting,30,32,0.25678386940084785,0.3860022980191644,5.955596349098104,0,0.4100338751320316
gradient_boosting,31,32,0.35634873749350066,0.7261012214086363,7.3745187022209695,0,0.7522884451783922
gradient_boosting,32,32,0.0344932352280625,0.047906579478041215,1.4576184735509619,0,0.3709525359045137
gradient_boosting,33,32,0.6965316373308311,1.183154445836457,11.556020181101973,0,0.8483774029510844
gradient_boosting,34,32,0.38400446296088053,0.6443430631137848,12.414468491283728,0,0.7276386874947309
gradient_boosting,35,32,0.4138832426092863,0.8554696839577852,3.2939272591846205,0,0.8085584354216706
gradient_boosting,36,32,0.11214339046752264,0.18773249585006155,2.496384733082157,0,0.9477934174471101
gradient_boosting,37,32,0.04153316652186401,0.05843714506073701,1.7199728921342627,0,0.7426358984192472
gradient_boosting,38,32,0.06499824783956511,0.10650046529907674,1.7960468618839438,0,0.8160349043463094
gradient_boosting,39,32,0.2527514010557332,0.3457618611502333,1.63296509718203,0,0.7765029758519417
gradient_boosting,40,32,0.03707056295103499,0.047239106201138185,1.5874533990263062,0,0.8110025789982431
gradient_boosting,41,12,0.1628069401234041,0.31619296928319435,3.2458551974664194,0,0.7919630330767959
gradient_boosting,44,32,0.04889055939798728,0.07378785856811522,1.5954301660005232,0,0.758452764158013
gradient_boosting,50,32,0.5151912688756723,0.6734390424438063,2.2518144044267654,0,0.8223387896124569
gradient_boosting,51,32,0.11284746497086606,0.14200689600036406,2.1572791854644926,0,0.3218588176357259
gradient_boosting,52,32,0.09894305865874631,0.16782941428231232,1.1323746055790593,0,0.8097194914732775
gradient_boosting,53,32,0.1068093520868385,0.11186823552731108,1.1199825964132608,0,-4.339520904530694
gradient_boosting,54,32,0.06241510486672652,0.12563705809094397,0.41903775438626295,0,0.7300686997553918
gradient_boosting,55,32,0.017249424027494242,0.04176418279645189,0.6883923193350541,0,0.8627410997097313
gradient_boosting,56,32,0.020206875920377163,0.043480060304905144,0.7852942346553111,0,0.8512308729489636
gradient_boosting,57,32,0.0018636931166526871,0.0020768796316312484,0.01546633291827956,0,
gradient_boosting,58,32,0.1560017571777954,0.16206716515812325,1.4870610054731352,0,-18.92306993105775
gradient_boosting,59,32,0.11680221496111515,0.1462242447865187,0.8640344942277808,0,0.09338772349030244
gradient_boosting,60,32,0.023952203877462885,0.059622801464954356,0.23933074631577977,0,0.32588971528925004
gradient_boosting,61,32,0.12024768979120354,0.1290878068861958,0.8899473136465066,0,-2.1599240318459643
gru,3,32,0.23601792597770688,0.2643880938509226,29.794246072857177,0,-99.24928286446394
gru,4,32,0.10636169612407698,0.13276736271941744,3.798632004431321,0,
gru,6,32,0.621160113811493,0.6336182259204196,17.705924203619368,0,-28.96409515800187
gru,8,32,0.4831218421459198,0.519926066693681,3.864974737167358,0,
gru,10,32,0.4756473916769028,0.5233248739234672,7.381244439430522,0,
gru,11,32,0.6308543593883513,0.7126202223797092,3.7952975537742226,0,
gru,12,32,0.4782491624355316,0.5481119681861798,8.695439317009665,0,
gru,13,32,1.5820221705436701,1.5981336038650076,6.139722010880856,0,
gru,14,32,0.45826934540271774,0.5259737452984239,6.335812877128685,0,
gru,16,32,0.5799278634786605,0.7904753760658482,7.929961837928835,0,0.7938490036186694
gru,17,23,0.9229988264000929,1.172337266547315,4.12011960996277,0,-15.02831125655522
gru,18,32,0.5612399339675904,0.7002629521847056,8.938622014541908,0,0.7535302970424111
gru,19,32,0.5378385919332505,0.6438542139195694,10.387643422131184,0,0.7153227975840486
gru,20,32,0.962355216741562,1.3071534119515562,19.924079423449037,0,0.08325906624941382
gru,21,32,0.48190748155117025,0.5045598718498273,24.331467422146456,0,-3.291316318188805
gru,22,32,2.25723934173584,3.296816218922271,8.505162304912208,0,0.7198716120751699
gru,23,32,1.2830057764053344,1.7606731945303162,13.694768966427572,0,0.272475797431287
gru,24,32,0.3779045683145522,0.4653380002970148,4.688642286781045,0,
gru,25,32,0.34885336816310897,0.39736404621903665,5.663204028621899,0,
gru,26,32,0.9900381445884703,1.2191621927607081,5.424476009579823,0,0.37325793337131263
gru,28,32,0.6960821263790131,0.7046162453512699,55.29048769768548,0,-6138.573592691841
gru,29,32,0.6857358387112618,0.8215122192045107,18.710926609264668,0,-0.36061234713787593
