menuCode,mainCategory,subCategory,menuName,weight,foodCount
D051067,국(탕)류,맑은국류,어묵국(무),528.0,8
D051068,국(탕)류,맑은국류,어묵국(쑥갓),528.0,8
D051069,국(탕)류,맑은국류,오징엇국,484.0,7
D051070,국(탕)류,맑은국류,유부국,478.0,8
D051071,국(탕)류,맑은국류,재첩국,483.0,7
D051072,국(탕)류,맑은국류,콩나물국,434.0,7
D051073,국(탕)류,맑은국류,콩나물국(고춧가루),438.0,8
D051074,국(탕)류,맑은국류,"콩나물국(고춧가루, 소고기)",550.0,8
D051075,국(탕)류,맑은국류,콩나물국(김치),481.0,6
D051076,국(탕)류,맑은국류,콩나물국(무),527.0,8
D051077,국(탕)류,맑은국류,콩나물국(북어),467.0,7
D051078,국(탕)류,맑은국류,콩나물국(소고기),548.0,8
D051079,국(탕)류,맑은국류,콩나물국밥,724.0,8
D051080,국(탕)류,맑은국류,토란국,479.0,9
D051081,국(탕)류,맑은국류,팟국,452.0,7
D051082,국(탕)류,맑은국류,팟국(고추장),508.0,9
D051083,국(탕)류,맑은국류,"호박국(새우젓, 육젓)",508.0,6
D051084,국(탕)류,맑은국류,"호박국(새우젓, 젓새우젓)",491.0,4
D051085,국(탕)류,맑은국류,홍합국,454.0,7
D051086,국(탕)류,맑은국류,홍합국(무),484.0,8
D051096,국(탕)류,맑은국류,매생이국,545.0,5
D051114,국(탕)류,맑은국류,장국국물(메밀콧등치기),1845.0,7
D051124,국(탕)류,맑은국류,대구국,194.0,8
D051125,국(탕)류,맑은국류,김칫국(무),337.0,7
D051126,국(탕)류,맑은국류,계란국(표고버섯),237.0,8
D051127,국(탕)류,맑은국류,미역국(소고기),200.6,6
D051128,국(탕)류,맑은국류,대합국(근대),135.9,10
D051129,국(탕)류,맑은국류,미역국(소고기),142.1,6
D051130,국(탕)류,맑은국류,동태국,2124.0,10
D051131,국(탕)류,맑은국류,오징어국,1995.0,6
D051132,국(탕)류,맑은국류,동치미 들깨 무국,241.0,7
D051133,국(탕)류,맑은국류,무맑은탕,316.2,11
D051134,국(탕)류,맑은국류,옥수수 감자 옹심이,635.2,11
D051135,국(탕)류,맑은국류,해물 굴림 만둣국,559.6,16
D051136,국(탕)류,맑은국류,효종갱,630.0,11
D051137,국(탕)류,맑은국류,대구지리탕,791.0,14
D051138,국(탕)류,맑은국류,양지해장국,212.0,10
D051139,국(탕)류,맑은국류,황태두부무국,240.0,9
D051140,국(탕)류,맑은국류,토마토맑은장국,435.0,6
D051141,국(탕)류,맑은국류,토마토돼지고기해장국,486.7,13
D051142,국(탕)류,맑은국류,쇠고기 무국,207.0,8
D051143,국(탕)류,맑은국류,바지락 맑은국,365.0,9
D051144,국(탕)류,맑은국류,바지락 미역국,645.0,11
D051145,국(탕)류,맑은국류,북어 무국,362.1,9
D051146,국(탕)류,맑은국류,홍합 배춧국,436.3,8
D051147,국(탕)류,맑은국류,만두국,139.7,16
D051148,국(탕)류,맑은국류,북어국,29.8,8
D051149,국(탕)류,맑은국류,산채국,141.0,15
D051150,국(탕)류,맑은국류,토란국,46.71,12
D051151,국(탕)류,맑은국류,달걀파국,7.51,7
D051152,국(탕)류,맑은국류,두부젓국,47.5,8
D051153,국(탕)류,맑은국류,떡만둣국,62.3,9
D051154,국(탕)류,맑은국류,무들깨국,29.0,7
D051155,국(탕)류,맑은국류,물만두국,168.0,7
D051156,국(탕)류,맑은국류,북어무국,88.5,10
D051157,국(탕)류,맑은국류,손만두국,102.2,7
D051158,국(탕)류,맑은국류,순두부국,76.0,9
D051159,국(탕)류,맑은국류,시금치국,71.3,9
D051160,국(탕)류,맑은국류,양지무국,133.3,7
D051161,국(탕)류,맑은국류,얼큰무국,56.5,8
D051162,국(탕)류,맑은국류,연두부국,33.8,7
D051163,국(탕)류,맑은국류,왕만두국,168.0,7
D051164,국(탕)류,맑은국류,유부파국,7.2,4
D051165,국(탕)류,맑은국류,황태뭇국,52.5,13
D051166,국(탕)류,맑은국류,황태채국,16.1,9
D051167,국(탕)류,맑은국류,가지양팟국,15.9,7
D051168,국(탕)류,맑은국류,감자맑은국,31.2,12
D051169,국(탕)류,맑은국류,감자무챗국,54.9,9
D051170,국(탕)류,맑은국류,감자양파국,50.1,10
D051171,국(탕)류,맑은국류,건새우무국,55.2,8
D051172,국(탕)류,맑은국류,게살달걀국,64.3,6
D051173,국(탕)류,맑은국류,꼬치어묵국,98.5,8
D051174,국(탕)류,맑은국류,꽃게어묵국,80.53,9
D051175,국(탕)류,맑은국류,다시마무국,56.5,8
D051176,국(탕)류,맑은국류,달걀부추국,85.25,8
D051177,국(탕)류,맑은국류,달걀실파국,18.01,7
D051178,국(탕)류,맑은국류,대구살뭇국,78.2,10
D051179,국(탕)류,맑은국류,동죽미역국,30.2,7
D051180,국(탕)류,맑은국류,두부들깨국,26.5,7
D051181,국(탕)류,맑은국류,두부맑은국,53.5,6
D051182,국(탕)류,맑은국류,두부미역국,27.1,7
D051183,국(탕)류,맑은국류,들깨감자국,51.4,6
D051184,국(탕)류,맑은국류,들깨무채국,29.0,7
D051185,국(탕)류,맑은국류,들깨미역국,9.4,7
D051186,국(탕)류,맑은국류,들깨채소국,21.3,8
D051187,국(탕)류,맑은국류,만두달걀국,49.5,8
D051188,국(탕)류,맑은국류,매생이굴국,48.7,10
D051189,국(탕)류,맑은국류,매생이떡국,89.0,4
D051190,국(탕)류,맑은국류,모시조개탕,13.1,7
D051191,국(탕)류,맑은국류,무채양팟국,68.9,8
D051192,국(탕)류,맑은국류,바지락무국,112.9,9
D051193,국(탕)류,맑은국류,배추당면국,28.52,8
D051194,국(탕)류,맑은국류,배추들깨국,33.5,8
D051195,국(탕)류,맑은국류,배추맑은국,37.4,5
D051196,국(탕)류,맑은국류,버섯달걀국,37.0,5
D051197,국(탕)류,맑은국류,부추달걀국,120.25,7
D051198,국(탕)류,맑은국류,부추맑은국,19.7,6
D051199,국(탕)류,맑은국류,부추제첩국,102.0,5
D051200,국(탕)류,맑은국류,북어달걀국,27.0,7
D051201,국(탕)류,맑은국류,북어두부국,66.9,11
D051202,국(탕)류,맑은국류,북어미역국,8.3,7
D051203,국(탕)류,맑은국류,북어해장국,86.5,12
D051204,국(탕)류,맑은국류,사색어묵국,87.03,6
D051205,국(탕)류,맑은국류,산채해장국,142.0,14
D051206,국(탕)류,맑은국류,새우달걀국,67.0,6
D051207,국(탕)류,맑은국류,새우살무국,68.0,6
D051208,국(탕)류,맑은국류,소고기떡국,36.5,8
D051209,국(탕)류,맑은국류,숙주당면국,24.02,8
D051210,국(탕)류,맑은국류,실파달걀국,62.0,11
D051211,국(탕)류,맑은국류,쑥갓맑은국,11.4,6
D051212,국(탕)류,맑은국류,애호박젓국,32.5,7
D051213,국(탕)류,맑은국류,온청포묵국,116.0,8
D051214,국(탕)류,맑은국류,유부당면국,21.52,8
D051215,국(탕)류,맑은국류,유부맑은국,35.5,6
D051216,국(탕)류,맑은국류,유부어묵국,84.03,6
D051217,국(탕)류,맑은국류,재첩미역국,29.0,6
D051218,국(탕)류,맑은국류,전복미역국,29.5,6
D051219,국(탕)류,맑은국류,조개맑은국,43.6,7
D051220,국(탕)류,맑은국류,참치미역국,52.01,7
D051221,국(탕)류,맑은국류,팽이맑은국,46.0,8
D051222,국(탕)류,맑은국류,호박양파국,31.5,7
D051223,국(탕)류,맑은국류,홍게달걀국,124.0,8
D051224,국(탕)류,맑은국류,홍합미역국,28.0,6
D051225,국(탕)류,맑은국류,홍합살무국,71.0,8
D051226,국(탕)류,맑은국류,황태달걀국,87.8,9
D051227,국(탕)류,맑은국류,황태미역국,19.3,7
D051228,국(탕)류,맑은국류,황태해장국,57.8,9
D051229,국(탕)류,맑은국류,가자미미역국,52.01,7
D051230,국(탕)류,맑은국류,감자애호박국,36.3,8
D051231,국(탕)류,맑은국류,감자풋고추국,56.5,11
D051232,국(탕)류,맑은국류,건새우근대국,71.0,5
D051233,국(탕)류,맑은국류,건새우미역국,8.0,5
D051234,국(탕)류,맑은국류,고사리들깨국,23.5,8
D051235,국(탕)류,맑은국류,고추장어묵국,62.53,9
D051236,국(탕)류,맑은국류,근대콩나물국,43.0,8
D051237,국(탕)류,맑은국류,단호박맑은국,40.0,8
D051238,국(탕)류,맑은국류,닭장영양떡국,313.5,14
D051239,국(탕)류,맑은국류,동태살맑은국,34.52,9
D051240,국(탕)류,맑은국류,두부바지락국,102.9,9
D051241,국(탕)류,맑은국류,두부새우젓국,33.5,8
D051242,국(탕)류,맑은국류,들기름무채국,72.5,5
D051243,국(탕)류,맑은국류,들깨머위대국,91.0,8
D051244,국(탕)류,맑은국류,맑은우동국물,22.0,7
D051245,국(탕)류,맑은국류,매생이만두국,65.0,8
D051246,국(탕)류,맑은국류,매콤콩나물국,63.7,10
D051247,국(탕)류,맑은국류,무우새우젓국,69.0,7
D051248,국(탕)류,맑은국류,무채콩나물국,72.2,10
D051249,국(탕)류,맑은국류,물만두달걀국,198.0,8
D051250,국(탕)류,맑은국류,미역북어채국,19.3,7
D051251,국(탕)류,맑은국류,바지락맑은국,30.9,4
D051252,국(탕)류,맑은국류,바지락미역국,27.0,5
D051253,국(탕)류,맑은국류,백김치맑은국,25.5,6
D051254,국(탕)류,맑은국류,보리새우무국,71.1,7
D051255,국(탕)류,맑은국류,북어채미역국,17.0,5
D051256,국(탕)류,맑은국류,새우살미역국,61.5,5
D051257,국(탕)류,맑은국류,소고기감자국,164.0,7
D051258,국(탕)류,맑은국류,소고기당면국,68.0,8
D051259,국(탕)류,맑은국류,소고기배추국,63.7,12
D051260,국(탕)류,맑은국류,소고기버섯국,59.1,11
D051261,국(탕)류,맑은국류,소고기샤브국,41.3,11
D051262,국(탕)류,맑은국류,소고기숙주국,43.5,8
D051263,국(탕)류,맑은국류,속풀이해장국,79.0,7
D051264,국(탕)류,맑은국류,순두부김칫국,94.0,9
D051265,국(탕)류,맑은국류,순두부달걀국,60.8,9
D051266,국(탕)류,맑은국류,순두부맑은국,36.5,7
D051267,국(탕)류,맑은국류,시금치들깨국,38.5,6
D051268,국(탕)류,맑은국류,애호박양파국,33.6,8
D051269,국(탕)류,맑은국류,어린이만둣국,28.3,7
D051270,국(탕)류,맑은국류,어린이어묵국,36.5,7
D051271,국(탕)류,맑은국류,연두부달걀국,126.0,8
D051272,국(탕)류,맑은국류,전복살미역국,19.0,6
D051273,국(탕)류,맑은국류,조개살미역국,16.0,4
D051274,국(탕)류,맑은국류,채소닭고기국,50.0,10
D051275,국(탕)류,맑은국류,청경채맑은국,18.6,6
D051276,국(탕)류,맑은국류,호박새우젓국,69.5,7
D051277,국(탕)류,맑은국류,감자들깨미역국,39.9,7
D051278,국(탕)류,맑은국류,건새우시금치국,47.5,7
D051279,국(탕)류,맑은국류,건새우콩나물국,69.8,11
D051280,국(탕)류,맑은국류,게맛살연두부국,103.0,7
D051281,국(탕)류,맑은국류,달걀쪽파맑은국,61.5,11
D051282,국(탕)류,맑은국류,닭가슴살미역국,20.4,6
D051283,국(탕)류,맑은국류,들깨감자미역국,41.1,8
D051284,국(탕)류,맑은국류,맑은감자양파국,90.11,11
D051285,국(탕)류,맑은국류,매콤오징어무국,89.7,11
D051286,국(탕)류,맑은국류,모시조개맑은탕,31.1,7
D051287,국(탕)류,맑은국류,모시조개미역국,18.5,6
D051288,국(탕)류,맑은국류,바지락살미역국,7.1,7
D051289,국(탕)류,맑은국류,바지락순두부국,80.5,10
D051290,국(탕)류,맑은국류,바지락콩나물국,30.9,8
D051291,국(탕)류,맑은국류,부추새우맑은국,58.1,6
D051292,국(탕)류,맑은국류,북어두부해장국,86.5,12
D051293,국(탕)류,맑은국류,삼색조랭이떡국,88.2,8
D051294,국(탕)류,맑은국류,새우젓콩나물국,67.3,10
D051295,국(탕)류,맑은국류,소고기달걀떡국,106.1,9
D051296,국(탕)류,맑은국류,소고기들깨뭇국,51.55,8
D051297,국(탕)류,맑은국류,송이버섯미역국,24.7,7
D051298,국(탕)류,맑은국류,시금치콩나물국,80.0,9
D051299,국(탕)류,맑은국류,애호박고추장국,115.0,11
D051300,국(탕)류,맑은국류,애호박새우젓국,64.5,7
D051301,국(탕)류,맑은국류,어린이콩나물국,27.5,5
D051302,국(탕)류,맑은국류,오징어두부무국,104.0,12
D051303,국(탕)류,맑은국류,오징어콩나물국,57.9,8
D051304,국(탕)류,맑은국류,제주도식해장국,79.5,10
D051305,국(탕)류,맑은국류,청양건새우무국,56.2,9
D051306,국(탕)류,맑은국류,팽이버섯달걀국,89.7,11
D051307,국(탕)류,맑은국류,팽이버섯유부국,57.03,5
D051308,국(탕)류,맑은국류,냉이순두부맑은국,91.6,8
D051309,국(탕)류,맑은국류,모시조개콩나물국,92.0,6
D051310,국(탕)류,맑은국류,미역오이양파냉국,38.0,9
D051311,국(탕)류,맑은국류,바지락살콩나물국,67.9,8
D051312,국(탕)류,맑은국류,북어채감자미역국,43.3,8
D051313,국(탕)류,맑은국류,북어콩나물해장국,76.5,11
D051314,국(탕)류,맑은국류,새우연두부달걀국,176.0,9
D051315,국(탕)류,맑은국류,소고기두부맑은국,59.7,10
D051316,국(탕)류,맑은국류,얼큰김치콩나물국,99.5,7
D051317,국(탕)류,맑은국류,얼큰청양콩나물국,43.9,8
D051318,국(탕)류,맑은국류,잘게썬오징어뭇국,34.6,8
D051319,국(탕)류,맑은국류,조개순두부맑은국,111.6,8
D051320,국(탕)류,맑은국류,황태채사골만두국,87.0,10
D051321,국(탕)류,맑은국류,황태콩나물해장국,72.8,10
D051322,국(탕)류,맑은국류,날콩가루배추된장국,63.2,8
D051323,국(탕)류,맑은국류,닭가슴살배추들깨국,164.5,9
D051324,국(탕)류,맑은국류,바지락순두부김치국,53.5,9
D051325,국(탕)류,맑은국류,소고기느타리버섯국,105.0,15
D051326,국(탕)류,맑은국류,순한들깨가루미역국,6.83,6
D051327,국(탕)류,맑은국류,어린이느타리버섯국,40.0,8
D051328,국(탕)류,맑은국류,어린이소고기미역국,12.5,6
D051329,국(탕)류,맑은국류,어린이조갯살미역국,25.4,6
D051330,국(탕)류,맑은국류,괴산올갱이국(향토-충청도),66.0,7
D051331,국(탕)류,맑은국류,와각탕(모시조개탕),58.6,8
D051332,국(탕)류,맑은국류,편수(유두절),145.7,12
D052001,국(탕)류,된장국류,감자된장국,528.0,9
D052002,국(탕)류,된장국류,감자된장국(고비),529.0,9
D052003,국(탕)류,된장국류,"감자된장국(열무, 고추장)",499.0,7
D052004,국(탕)류,된장국류,고비된장국,489.0,8
D052005,국(탕)류,된장국류,근대된장국,495.0,5
D052006,국(탕)류,된장국류,근대된장국(고추장),524.0,8
D052007,국(탕)류,된장국류,꽃게된장국,566.0,6
D052008,국(탕)류,된장국류,냉이된장국,537.0,6
D052009,국(탕)류,된장국류,냉이된장국(고추장),537.0,6
D052010,국(탕)류,된장국류,"냉이된장국(고추장, 바지락)",552.0,7
D052011,국(탕)류,된장국류,"냉이된장국(고추장, 콩가루)",547.0,7
D052012,국(탕)류,된장국류,달래된장국,531.0,7
D052013,국(탕)류,된장국류,달래된장국(멸치),534.0,8
D052014,국(탕)류,된장국류,두부된장국,519.0,8
D052015,국(탕)류,된장국류,두부된장국(고추장),524.0,9
D052016,국(탕)류,된장국류,"두부된장국(고추장, 근대)",534.0,10
D052017,국(탕)류,된장국류,"두부된장국(고추장, 무)",544.0,10
D052018,국(탕)류,된장국류,"두부된장국(고추장, 실파)",529.0,9
D052019,국(탕)류,된장국류,미역된장국,486.0,8
D052020,국(탕)류,된장국류,배추된장국(고추장),481.0,6
D052021,국(탕)류,된장국류,"배추된장국(고추장, 시금치)",496.0,7
D052022,국(탕)류,된장국류,"배추된장국(고추장, 콩가루)",501.0,7
D052023,국(탕)류,된장국류,"배추된장국(고추장, 호박)",501.0,7
D052024,국(탕)류,된장국류,배추된장국(들깨),519.0,8
D052025,국(탕)류,된장국류,배추된장국(무),517.0,6
D052026,국(탕)류,된장국류,배추된장국(소고기),509.0,7
D052027,국(탕)류,된장국류,배추된장국(양배추),527.0,7
D052028,국(탕)류,된장국류,배추된장국(조개살),525.0,7
D052029,국(탕)류,된장국류,버섯된장국(양송이버섯),537.0,7
D052030,국(탕)류,된장국류,버섯된장국(팽이버섯),531.0,9
D052031,국(탕)류,된장국류,순두부된장국(고추장),624.0,9
D052032,국(탕)류,된장국류,시금치된장국,486.0,4
D052033,국(탕)류,된장국류,시금치된장국(멸치),468.0,5
D052034,국(탕)류,된장국류,"시금치된장국(멸치, 풋고추)",472.0,6
D052035,국(탕)류,된장국류,시래기된장국(소고기),509.0,7
D052036,국(탕)류,된장국류,시래기된장국(소고기맛 조미료),474.0,5
D052037,국(탕)류,된장국류,쑥국,491.0,5
D052038,국(탕)류,된장국류,"아욱된장국(고추장, 건새우)",458.0,7
D052039,국(탕)류,된장국류,"아욱된장국(고추장, 멸치)",497.0,6
D052040,국(탕)류,된장국류,아욱된장국(배추),537.0,7
D052041,국(탕)류,된장국류,얼갈이된장국(멸치),489.0,6
D052042,국(탕)류,된장국류,얼갈이된장국(소고기),513.0,6
D052043,국(탕)류,된장국류,열무된장국,527.0,7
D052044,국(탕)류,된장국류,열무된장국(멸치),497.0,7
D052045,국(탕)류,된장국류,우거지된장국(두부),507.0,6
D052046,국(탕)류,된장국류,우거지된장국(소고기),459.0,5
D052047,국(탕)류,된장국류,"우거지된장국(소고기, 콩나물)",469.0,6
D052048,국(탕)류,된장국류,우거지된장국(홍합),499.0,5
D052049,국(탕)류,된장국류,콩나물된장국,478.0,7
D052050,국(탕)류,된장국류,해물된장국,542.0,10
D052051,국(탕)류,된장국류,호박된장국,537.0,7
D052052,국(탕)류,된장국류,호박된장국(멸치),464.0,6
D052053,국(탕)류,된장국류,호박잎된장국(소고기),499.0,8
D052059,국(탕)류,된장국류,들깨우거지국,485.0,6
D052064,국(탕)류,된장국류,들깨우거지국,220.1,6
D052065,국(탕)류,된장국류,들깨우거지국,220.0,6
D052066,국(탕)류,된장국류,미역들깨된장국,220.0,8
D052069,국(탕)류,된장국류,시금치된장국,225.9,4
D052070,국(탕)류,된장국류,들깨우거지국,159.9,6
D052071,국(탕)류,된장국류,무된장국,484.0,8
D052072,국(탕)류,된장국류,애호박국,1904.0,6
D052073,국(탕)류,된장국류,냉이된장국,279.35,10
D052074,국(탕)류,된장국류,쑥바지락국,276.0,8
D052075,국(탕)류,된장국류,죽순미나리된장국,293.0,9
D052076,국(탕)류,된장국류,콩가루 냉이 된장국,247.0,7
D052077,국(탕)류,된장국류,된장냉국,578.0,14
D052078,국(탕)류,된장국류,샤브된장국,203.5,12
D052079,국(탕)류,된장국류,완자된장국,152.0,17
D052080,국(탕)류,된장국류,굴림만두된장국,839.0,18
D052081,국(탕)류,된장국류,단호박배추된장국,675.0,8
D052082,국(탕)류,된장국류,된장시금치옹심이,516.0,11
D052083,국(탕)류,된장국류,새우단배추된장국,438.3,14
D052084,국(탕)류,된장국류,토마토요구르트된장국,596.7,17
D052085,국(탕)류,된장국류,아욱국,69.8,7
D052086,국(탕)류,된장국류,두부장국,71.0,6
D052087,국(탕)류,된장국류,미역장국,13.5,6
D052088,국(탕)류,된장국류,버섯장국,40.5,8
D052089,국(탕)류,된장국류,시래기국,56.3,8
D052090,국(탕)류,된장국류,실파장국,25.5,6
D052091,국(탕)류,된장국류,유부장국,16.1,8
D052092,국(탕)류,된장국류,유부채국,61.2,12
D052093,국(탕)류,된장국류,팽이장국,30.0,6
D052094,국(탕)류,된장국류,근대토장국,77.81,9
D052095,국(탕)류,된장국류,냉이두부국,85.5,14
D052096,국(탕)류,된장국류,무순된장국,35.2,9
D052097,국(탕)류,된장국류,바지락쑥국,104.5,14
D052098,국(탕)류,된장국류,봄동된장국,76.5,6
D052099,국(탕)류,된장국류,부추된장국,35.5,7
D052100,국(탕)류,된장국류,쑥바지락국,34.5,6
D052101,국(탕)류,된장국류,양파된장국,46.0,9
D052102,국(탕)류,된장국류,열무감자국,115.0,7
D052103,국(탕)류,된장국류,유부된장국,55.0,7
D052104,국(탕)류,된장국류,유부두부국,62.2,12
D052105,국(탕)류,된장국류,유채된장국,44.5,5
D052106,국(탕)류,된장국류,콩가루쑥국,104.1,9
D052107,국(탕)류,된장국류,파유부장국,27.0,8
D052108,국(탕)류,된장국류,팽이미역국,23.0,6
D052109,국(탕)류,된장국류,호박된장국,38.1,8
D052110,국(탕)류,된장국류,미역팽이장국,14.5,7
D052111,국(탕)류,된장국류,보리순된장국,60.2,10
D052112,국(탕)류,된장국류,애호박된장국,32.5,7
D052113,국(탕)류,된장국류,양배추된장국,45.5,6
D052114,국(탕)류,된장국류,양송이된장국,28.8,5
D052115,국(탕)류,된장국류,어린이근대국,36.0,9
D052116,국(탕)류,된장국류,얼갈이토장국,172.0,8
D052117,국(탕)류,된장국류,유부팽이장국,24.02,7
D052118,국(탕)류,된장국류,일식팽이장국,24.02,5
D052119,국(탕)류,된장국류,조갯살근대국,93.0,5
D052120,국(탕)류,된장국류,콩가루배추국,63.2,7
D052121,국(탕)류,된장국류,호박잎된장국,93.2,14
D052122,국(탕)류,된장국류,달래두부된장국,34.3,7
D052123,국(탕)류,된장국류,두부양파된장국,49.2,7
D052124,국(탕)류,된장국류,마른새우아욱국,77.0,8
D052125,국(탕)류,된장국류,바지락된장찌개,132.2,12
D052126,국(탕)류,된장국류,바지락살냉이국,54.0,8
D052127,국(탕)류,된장국류,소고기쑥된장국,67.2,13
D052128,국(탕)류,된장국류,시래기콩나물국,43.0,8
D052129,국(탕)류,된장국류,아욱두부된장국,33.0,6
D052130,국(탕)류,된장국류,아욱부추된장국,69.0,7
D052131,국(탕)류,된장국류,아욱양파된장국,75.0,7
D052132,국(탕)류,된장국류,얼큰감자된장국,67.0,12
D052133,국(탕)류,된장국류,채소미소된장국,49.5,8
D052134,국(탕)류,된장국류,팽이미소된장국,43.1,7
D052135,국(탕)류,된장국류,두부시금치된장국,101.2,14
D052136,국(탕)류,된장국류,들깨시래기된장국,98.5,15
D052137,국(탕)류,된장국류,배추콩나물된장국,60.0,10
D052138,국(탕)류,된장국류,소고기감자된장국,99.5,8
D052139,국(탕)류,된장국류,소고기배추된장국,67.81,12
D052140,국(탕)류,된장국류,소고기봄동된장국,28.9,8
D052141,국(탕)류,된장국류,소고기아욱된장국,91.2,6
D052142,국(탕)류,된장국류,시금치두부된장국,99.0,9
D052143,국(탕)류,된장국류,시래기열무된장국,54.0,6
D052144,국(탕)류,된장국류,어린이냉이된장국,46.5,6
D052145,국(탕)류,된장국류,어린이아욱된장국,37.5,7
D052146,국(탕)류,된장국류,어린이유부된장국,35.0,7
D052147,국(탕)류,된장국류,열무바지락된장국,78.5,11
D052148,국(탕)류,된장국류,우거지숙주토장국,60.0,6
D052149,국(탕)류,된장국류,조갯살냉이된장국,81.3,7
D052150,국(탕)류,된장국류,차돌얼갈이된장국,91.2,6
D052151,국(탕)류,된장국류,근대바지락살된장국,103.0,8
D052152,국(탕)류,된장국류,바지락살달래된장국,47.3,10
D052153,국(탕)류,된장국류,바지락시금치된장국,79.2,9
D052154,국(탕)류,된장국류,시금치조갯살된장국,97.0,9
D052155,국(탕)류,된장국류,시금치콩나물된장국,68.0,9
D052156,국(탕)류,된장국류,어린이시금치된장국,33.5,6
D052157,국(탕)류,된장국류,얼갈이콩나물된장국,53.5,9
D052158,국(탕)류,된장국류,모시조개시금치된장국,82.2,8
D052159,국(탕)류,된장국류,팽이버섯시금치된장국,64.0,8
D052160,국(탕)류,된장국류,바지락냉이된장국(대보름),55.0,8
D052161,국(탕)류,된장국류,다슬기(올갱이)아욱된장국,74.0,6
D053001,국(탕)류,곰국 및 탕류,갈비탕,1136.0,9
D053002,국(탕)류,곰국 및 탕류,감자탕,1159.0,10
D053003,국(탕)류,곰국 및 탕류,곰국,1064.0,3
D053004,국(탕)류,곰국 및 탕류,"곱창국(소고기, 고추장)",761.0,11
D053005,국(탕)류,곰국 및 탕류,꼬리곰탕,1112.0,8
D053006,국(탕)류,곰국 및 탕류,꽃게탕,647.0,11
D053007,국(탕)류,곰국 및 탕류,닭개장,781.0,7
D053008,국(탕)류,곰국 및 탕류,닭고깃국,734.0,7
D053009,국(탕)류,곰국 및 탕류,닭곰탕(감자),725.0,8
D053010,국(탕)류,곰국 및 탕류,닭곰탕(무),732.0,7
D053011,국(탕)류,곰국 및 탕류,닭백숙,735.0,8
D053012,국(탕)류,곰국 및 탕류,도가니탕,1110.0,8
D053013,국(탕)류,곰국 및 탕류,버섯국(느타리버섯),468.0,9
D053014,국(탕)류,곰국 및 탕류,버섯국(모듬),488.0,10
D053015,국(탕)류,곰국 및 탕류,버섯국(팽이버섯),467.0,8
D053016,국(탕)류,곰국 및 탕류,보신탕(소고기),1137.0,9
D053017,국(탕)류,곰국 및 탕류,사골탕,1081.0,5
D053018,국(탕)류,곰국 및 탕류,삼계탕,924.0,9
D053019,국(탕)류,곰국 및 탕류,선짓국(소고기),951.0,8
D053020,국(탕)류,곰국 및 탕류,설렁탕,1091.0,7
D053021,국(탕)류,곰국 및 탕류,"순댓국(소고기, 고추장)",948.0,12
D053022,국(탕)류,곰국 및 탕류,오골계탕,929.0,9
D053023,국(탕)류,곰국 및 탕류,오리백숙,909.0,8
D053024,국(탕)류,곰국 및 탕류,완자탕(소고기),678.0,10
D053025,국(탕)류,곰국 및 탕류,우거지해장국(소고기),933.0,8
D053026,국(탕)류,곰국 및 탕류,우족탕,1267.0,6
D053027,국(탕)류,곰국 및 탕류,육개장,994.0,10
D053028,국(탕)류,곰국 및 탕류,육수(소고기),870.0,1
D053029,국(탕)류,곰국 및 탕류,짬뽕국,782.0,14
D053030,국(탕)류,곰국 및 탕류,추어탕(고추장),763.0,11
D053031,국(탕)류,곰국 및 탕류,해물탕(고추장),633.0,12
D053036,국(탕)류,곰국 및 탕류,나주곰탕,2111.0,11
D053038,국(탕)류,곰국 및 탕류,낙지연포탕,670.0,7
D053042,국(탕)류,곰국 및 탕류,밀국낙지탕,4591.0,8
D053045,국(탕)류,곰국 및 탕류,박속낙지탕,3674.0,11
D053055,국(탕)류,곰국 및 탕류,초교탕,6367.5,19
D053057,국(탕)류,곰국 및 탕류,추어탕,1319.6,11
D053059,국(탕)류,곰국 및 탕류,콩비지탕,795.0,7
D053062,국(탕)류,곰국 및 탕류,토란탕,672.0,5
D053068,국(탕)류,곰국 및 탕류,꼬리곰탕,353.1,8
D053069,국(탕)류,곰국 및 탕류,사골우거지국,2636.0,9
D053070,국(탕)류,곰국 및 탕류,두유버섯들깨탕,350.3,9
D053071,국(탕)류,곰국 및 탕류,무사골 곰탕,292.1,9
D053072,국(탕)류,곰국 및 탕류,배추백짬뽕탕,383.7,18
D053073,국(탕)류,곰국 및 탕류,새송이버섯들깨탕,341.3,14
D053074,국(탕)류,곰국 및 탕류,쑥완자탕,273.1,13
D053075,국(탕)류,곰국 및 탕류,오리고기묵은지탕,226.2,14
D053076,국(탕)류,곰국 및 탕류,오리육개장,365.0,11
D053077,국(탕)류,곰국 및 탕류,토란 들깨탕,303.2,11
D053078,국(탕)류,곰국 및 탕류,하계백탕,465.6,12
D053079,국(탕)류,곰국 및 탕류,흑미삼계탕,450.0,10
D053080,국(탕)류,곰국 및 탕류,관자해장국,1028.0,16
D053081,국(탕)류,곰국 및 탕류,맑은육개장,542.0,13
D053082,국(탕)류,곰국 및 탕류,해물들깨탕,1036.0,12
D053083,국(탕)류,곰국 및 탕류,주꾸미연포탕,801.0,11
D053084,국(탕)류,곰국 및 탕류,들깨된장육개장,517.0,16
D053085,국(탕)류,곰국 및 탕류,견과류들깨해장탕,550.0,11
D053086,국(탕)류,곰국 및 탕류,코다리 뿌리채소 들깨탕,818.7,20
D053087,국(탕)류,곰국 및 탕류,대구탕,150.5,10
