menuCode,mainCategory,subCategory,menuName,weight,foodCount
D011001,밥류,쌀밥,눌은밥,440.0,1
D011002,밥류,쌀밥,쌀밥,210.0,1
D011003,밥류,쌀밥,찰밥,210.0,1
D011004,밥류,쌀밥,현미밥,210.0,1
D011006,밥류,쌀밥,현미밥,160.0,1
D011007,밥류,쌀밥,누룽지(멥쌀),100.0,1
D011008,밥류,쌀밥,흑미밥,90.0,2
D011009,밥류,쌀밥,발아현미밥,100.0,2
D011010,밥류,쌀밥,흑미현미밥,95.0,3
D012001,밥류,잡곡밥류,검정콩밥,200.0,2
D012002,밥류,잡곡밥류,기장밥,205.0,2
D012003,밥류,잡곡밥류,녹두밥,210.0,3
D012004,밥류,잡곡밥류,땅콩밥,200.0,2
D012005,밥류,잡곡밥류,밤밥,210.0,2
D012006,밥류,잡곡밥류,보리밥,200.0,2
D012007,밥류,잡곡밥류,보리밥(강낭콩),210.0,3
D012008,밥류,잡곡밥류,보리밥(조),200.0,3
D012009,밥류,잡곡밥류,보리밥(팥),200.0,3
D012010,밥류,잡곡밥류,수수밥,200.0,2
D012011,밥류,잡곡밥류,쑥밥,230.0,2
D012012,밥류,잡곡밥류,약식,197.0,7
D012013,밥류,잡곡밥류,오곡밥,206.0,8
D012014,밥류,잡곡밥류,옥수수밥,210.0,2
D012015,밥류,잡곡밥류,완두콩밥,200.0,3
D012016,밥류,잡곡밥류,율무밥,200.0,3
D012017,밥류,잡곡밥류,잡곡밥(강낭콩),208.0,3
D012018,밥류,잡곡밥류,잡곡밥(옥수수),180.0,5
D012019,밥류,잡곡밥류,잡곡밥(팥),220.0,4
D012020,밥류,잡곡밥류,조밥,190.0,2
D012021,밥류,잡곡밥류,차수수밥,180.0,3
D012022,밥류,잡곡밥류,차조밥,180.0,3
D012023,밥류,잡곡밥류,찰밥(멥쌀),200.0,2
D012024,밥류,잡곡밥류,찰밥(수수),180.0,3
D012025,밥류,잡곡밥류,콩밥,190.0,3
D012026,밥류,잡곡밥류,팥밥,210.0,2
D012027,밥류,잡곡밥류,귀리누룽지,70.0,2
D012029,밥류,잡곡밥류,귀리밥,190.0,2
D012034,밥류,잡곡밥류,보리고구마밥,158.0,3
D012037,밥류,잡곡밥류,양주밤밥,186.0,4
D012043,밥류,잡곡밥류,조감자밥,300.0,2
D012047,밥류,잡곡밥류,보리옥수수밥,120.0,3
D012048,밥류,잡곡밥류,보리옥수수밥,169.9,3
D012049,밥류,잡곡밥류,잡곡밥,200.1,8
D012050,밥류,잡곡밥류,잡곡밥,270.1,8
D012051,밥류,잡곡밥류,귀리밥,140.0,2
D012052,밥류,잡곡밥류,보리고구마밥,342.0,3
D012053,밥류,잡곡밥류,옥수수밥,180.0,2
D012054,밥류,잡곡밥류,잡곡밥(강낭콩),88.6,3
D012055,밥류,잡곡밥류,귀리누룽지,175.0,2
D012056,밥류,잡곡밥류,보리고구마밥,144.8,3
D012057,밥류,잡곡밥류,귀리밥,168.5,2
D012058,밥류,잡곡밥류,귀리영양밥,190.0,7
D012059,밥류,잡곡밥류,기장 영양밥,210.0,17
D012060,밥류,잡곡밥류,대추영양밥,289.0,15
D012061,밥류,잡곡밥류,상추쌈보리밥,270.0,7
D012062,밥류,잡곡밥류,영양찰밥 품은 팥,170.5,6
D012063,밥류,잡곡밥류,오곡밥,194.0,8
D012064,밥류,잡곡밥류,오곡연잎밥,207.7,10
D012065,밥류,잡곡밥류,옥수수영양밥,262.8,11
D012066,밥류,잡곡밥류,강낭콩밥,100.0,2
D012067,밥류,잡곡밥류,꽁보리밥,80.0,2
D012068,밥류,잡곡밥류,늘보리밥,90.0,2
D012069,밥류,잡곡밥류,동부콩밥,100.0,2
D012070,밥류,잡곡밥류,렌틸콩밥,90.0,3
D012071,밥류,잡곡밥류,모듬콩밥,65.0,3
D012072,밥류,잡곡밥류,서리태밥,102.0,3
D012073,밥류,잡곡밥류,오곡찰밥,129.1,7
D012074,밥류,잡곡밥류,찰보리밥,80.0,2
D012075,밥류,잡곡밥류,찰현미밥,100.0,2
D012076,밥류,잡곡밥류,귀리수수밥,96.0,3
D012077,밥류,잡곡밥류,귀리차조밥,96.0,3
D012078,밥류,잡곡밥류,귀리현미밥,88.0,3
D012079,밥류,잡곡밥류,기장보리밥,98.0,3
D012080,밥류,잡곡밥류,기장현미밥,98.0,3
D012081,밥류,잡곡밥류,대추밤찰밥,130.0,5
D012082,밥류,잡곡밥류,더덕영양밥,124.0,5
D012083,밥류,잡곡밥류,병아리콩밥,90.0,2
D012084,밥류,잡곡밥류,보리현미밥,110.0,3
D012085,밥류,잡곡밥류,수수현미밥,93.0,3
D012086,밥류,잡곡밥류,옥수수콩밥,95.0,3
D012087,밥류,잡곡밥류,차조기장밥,106.0,3
D012088,밥류,잡곡밥류,차조현미밥,98.0,3
D012089,밥류,잡곡밥류,찰옥수수밥,140.0,3
D012090,밥류,잡곡밥류,찹쌀기장밥,60.0,3
D012091,밥류,잡곡밥류,찹쌀녹두밥,67.0,3
D012092,밥류,잡곡밥류,찹쌀차조밥,108.0,3
D012093,밥류,잡곡밥류,찹쌀현미밥,108.0,3
D012094,밥류,잡곡밥류,현미기장밥,90.0,3
D012095,밥류,잡곡밥류,현미수수밥,100.0,3
D012096,밥류,잡곡밥류,현미찹쌀밥,100.0,3
D012097,밥류,잡곡밥류,현미흑미밥,90.0,3
D012098,밥류,잡곡밥류,흑미차조밥,96.0,3
D012099,밥류,잡곡밥류,강낭콩현미밥,125.0,3
D012100,밥류,잡곡밥류,서리태보리밥,97.0,4
D012101,밥류,잡곡밥류,서리태흑미밥,104.0,4
D012102,밥류,잡곡밥류,옥수수기장밥,93.0,3
D012103,밥류,잡곡밥류,옥수수차조밥,103.0,3
D012104,밥류,잡곡밥류,찹쌀검정콩밥,90.0,3
D012105,밥류,잡곡밥류,찹쌀서리태밥,113.0,3
D012106,밥류,잡곡밥류,연근흑미영양밥,156.0,8
D012107,밥류,잡곡밥류,도라지전복영양밥,156.0,8
D012108,밥류,잡곡밥류,렌틸콩발아현미밥,110.0,3
D012109,밥류,잡곡밥류,흑미초당옥수수밥,100.0,3
D012110,밥류,잡곡밥류,잡곡밥(검정콩밥),88.0,2
D012111,밥류,잡곡밥류,잡곡밥(병아리콩),90.0,2
D012112,밥류,잡곡밥류,잡곡밥(찹쌀흑미),110.0,2
D012113,밥류,잡곡밥류,오곡밥(대보름),120.0,6
D012114,밥류,잡곡밥류,잡곡밥(완두콩),105.0,3
D012115,밥류,잡곡밥류,잡곡밥(차수수),98.0,3
D012116,밥류,잡곡밥류,잡곡밥(보리),105.0,2
D012117,밥류,잡곡밥류,잡곡밥(차조),110.0,2
D012118,밥류,잡곡밥류,잡곡밥(혼합),90.0,4
D012119,밥류,잡곡밥류,잡곡(녹두)밥,100.0,2
D012120,밥류,잡곡밥류,크렌베리귀리밥,185.0,3
D013001,밥류,채소밥류,감자밥,220.5,4
D013002,밥류,채소밥류,고구마밥,210.0,2
D013003,밥류,채소밥류,야채밥,225.0,10
D013004,밥류,채소밥류,야채밥(치즈),235.0,11
D013005,밥류,채소밥류,콩나물밥,254.0,10
D013007,밥류,채소밥류,김치밥,365.0,4
D013010,밥류,채소밥류,마밥,240.0,2
D013012,밥류,채소밥류,무밥,287.5,8
D013014,밥류,채소밥류,버섯밥,250.5,8
D013019,밥류,채소밥류,감자밥,136.7,4
D013020,밥류,채소밥류,감자밥,209.9,4
D013021,밥류,채소밥류,감자밥,240.0,2
D013022,밥류,채소밥류,콩나물밥,250.1,9
D013023,밥류,채소밥류,깻잎 소고기 쌈밥,296.1,9
D013024,밥류,채소밥류,단호박약식,99.3,10
D013025,밥류,채소밥류,시래기 영양밥,266.0,15
D013026,밥류,채소밥류,연근 연잎밥,197.2,11
D013027,밥류,채소밥류,죽순영양밥,267.4,17
D013028,밥류,채소밥류,가지밥,95.0,9
D013029,밥류,채소밥류,곤드레밥,138.3,7
D013030,밥류,채소밥류,취나물밥,108.0,5
D013031,밥류,채소밥류,가지표고밥,152.2,7
D013032,밥류,채소밥류,두릅영양밥,134.0,5
D013033,밥류,채소밥류,은행영양밥,108.2,9
D013034,밥류,채소밥류,콩나물국밥,209.3,9
D013035,밥류,채소밥류,곤드레나물밥,124.0,8
D013036,밥류,채소밥류,단호박은행밥,95.0,4
D013037,밥류,채소밥류,취나물영양밥,181.0,6
D013038,밥류,채소밥류,뿌리채소영양밥,156.0,9
D013039,밥류,채소밥류,뿌리채소은행밥,90.0,6
D013040,밥류,채소밥류,소고기콩나물밥,126.6,7
D013041,밥류,채소밥류,아주까리나물밥,141.0,11
D013042,밥류,채소밥류,표고버섯콩나물밥,131.6,6
D013043,밥류,채소밥류,뿌리채소버섯영양밥,152.0,10
D013044,밥류,채소밥류,단호박약식,439.0,8
D013045,밥류,채소밥류,울금해초밥,180.0,10
D013046,밥류,채소밥류,강황고구마밥,535.0,9
D013047,밥류,채소밥류,버섯곤드레밥,241.0,11
D014001,밥류,비빔밥 및 볶음밥류,김치볶음밥(돼지고기),357.0,11
D014002,밥류,비빔밥 및 볶음밥류,김치볶음밥(콩나물),280.5,7
D014003,밥류,비빔밥 및 볶음밥류,비빔밥(고추장),333.5,11
D014004,밥류,비빔밥 및 볶음밥류,"비빔밥(고추장, 돼지고기)",324.5,14
D014005,밥류,비빔밥 및 볶음밥류,"비빔밥(고추장, 소고기)",415.0,10
D014006,밥류,비빔밥 및 볶음밥류,산채비빔밥(고추장),333.5,11
D014007,밥류,비빔밥 및 볶음밥류,소고기볶음밥,341.0,13
D014008,밥류,비빔밥 및 볶음밥류,"열무비빔밥(고추장, 소고기)",309.0,10
D014009,밥류,비빔밥 및 볶음밥류,영양돌솥밥,240.0,6
D014010,밥류,비빔밥 및 볶음밥류,오므라이스,396.0,10
D014011,밥류,비빔밥 및 볶음밥류,콩나물비빔밥(소고기),333.0,9
D014012,밥류,비빔밥 및 볶음밥류,해초비빔밥(고추장),325.0,11
D014019,밥류,비빔밥 및 볶음밥류,비빔밥,500.0,15
D014026,밥류,비빔밥 및 볶음밥류,육회비빔밥,549.0,19
D014036,밥류,비빔밥 및 볶음밥류,김치볶음밥(콩나물),220.0,7
D014037,밥류,비빔밥 및 볶음밥류,겨자소스를 곁들인 영양밥 강정,264.1,20
D014038,밥류,비빔밥 및 볶음밥류,귀리토마토리소토,355.9,8
D014039,밥류,비빔밥 및 볶음밥류,닭가슴살 곤드레밥,288.3,13
D014040,밥류,비빔밥 및 볶음밥류,바지락비빔밥,338.0,12
D014041,밥류,비빔밥 및 볶음밥류,양배추 볶음밥,326.7,10
D014042,밥류,비빔밥 및 볶음밥류,열무김치 불고기비빔밥,365.55,17
D014043,밥류,비빔밥 및 볶음밥류,율무볶음밥,238.95,11
D014044,밥류,비빔밥 및 볶음밥류,참나물불고기비빔밥,349.05,19
D014045,밥류,비빔밥 및 볶음밥류,비빔밥,321.5,15
D014046,밥류,비빔밥 및 볶음밥류,간장달걀밥,190.0,8
D014047,밥류,비빔밥 및 볶음밥류,게살볶음밥,103.5,9
D014048,밥류,비빔밥 및 볶음밥류,김밥볶음밥,111.8,14
D014049,밥류,비빔밥 및 볶음밥류,꼬막비빔밥,163.9,15
D014050,밥류,비빔밥 및 볶음밥류,나물비빔밥,82.1,7
D014051,밥류,비빔밥 및 볶음밥류,낙지비빔밥,268.4,15
D014052,밥류,비빔밥 및 볶음밥류,달걀볶음밥,46.3,4
D014053,밥류,비빔밥 및 볶음밥류,목살필라프,83.91,16
D014054,밥류,비빔밥 및 볶음밥류,삼색도리아,313.2,14
D014055,밥류,비빔밥 및 볶음밥류,새우볶음밥,80.3,11
D014056,밥류,비빔밥 및 볶음밥류,야채볶음밥,149.0,9
D014057,밥류,비빔밥 및 볶음밥류,열무비빔밥,282.0,11
D014058,밥류,비빔밥 및 볶음밥류,참치볶음밥,96.8,10
D014059,밥류,비빔밥 및 볶음밥류,채소볶음밥,82.3,7
D014060,밥류,비빔밥 및 볶음밥류,통영비빔밥,262.6,12
D014061,밥류,비빔밥 및 볶음밥류,해물볶음밥,96.0,14
D014062,밥류,비빔밥 및 볶음밥류,깍두기볶음밥,120.5,10
D014063,밥류,비빔밥 및 볶음밥류,날치알볶음밥,93.4,12
D014064,밥류,비빔밥 및 볶음밥류,바지락비빔밥,163.8,11
D014065,밥류,비빔밥 및 볶음밥류,봄나물비빔밥,169.0,11
D014066,밥류,비빔밥 및 볶음밥류,산나물비빔밥,177.0,12
D014067,밥류,비빔밥 및 볶음밥류,삼겹살볶음밥,105.4,11
D014068,밥류,비빔밥 및 볶음밥류,새우살볶음밥,223.0,9
D014069,밥류,비빔밥 및 볶음밥류,중국식볶음밥,83.7,13
D014070,밥류,비빔밥 및 볶음밥류,중국식잡채밥,164.9,17
D014071,밥류,비빔밥 및 볶음밥류,중화풍볶음밥,200.0,9
D014072,밥류,비빔밥 및 볶음밥류,햄달걀볶음밥,82.0,6
D014073,밥류,비빔밥 및 볶음밥류,햄야채볶음밥,147.0,9
D014074,밥류,비빔밥 및 볶음밥류,간장게살볶음밥,126.1,8
D014075,밥류,비빔밥 및 볶음밥류,게살달걀볶음밥,123.72,11
D014076,밥류,비빔밥 및 볶음밥류,꼬막야채비빔밥,243.9,15
D014077,밥류,비빔밥 및 볶음밥류,나물된장비빔밥,147.52,14
D014078,밥류,비빔밥 및 볶음밥류,낙지강황비빔밥,247.4,16
D014079,밥류,비빔밥 및 볶음밥류,달걀버터비빔밥,147.8,8
D014080,밥류,비빔밥 및 볶음밥류,닭살채소볶음밥,123.5,12
D014081,밥류,비빔밥 및 볶음밥류,도토리묵비빔밥,217.2,12
D014082,밥류,비빔밥 및 볶음밥류,두부카레볶음밥,100.0,7
D014083,밥류,비빔밥 및 볶음밥류,보리열무비빔밥,175.0,6
D014084,밥류,비빔밥 및 볶음밥류,새우야채볶음밥,126.8,11
D014085,밥류,비빔밥 및 볶음밥류,야채나물비빔밥,201.0,10
D014086,밥류,비빔밥 및 볶음밥류,열무김치비빔밥,127.0,8
D014087,밥류,비빔밥 및 볶음밥류,열무보리비빔밥,214.0,9
D014088,밥류,비빔밥 및 볶음밥류,참치채소볶음밥,118.6,10
D014089,밥류,비빔밥 및 볶음밥류,파인애플볶음밥,179.1,13
D014090,밥류,비빔밥 및 볶음밥류,굴소스해물볶음밥,173.6,10
D014091,밥류,비빔밥 및 볶음밥류,깍두기달걀볶음밥,144.71,17
D014092,밥류,비빔밥 및 볶음밥류,날치알계란볶음밥,84.5,12
D014093,밥류,비빔밥 및 볶음밥류,닭고기산채비빔밥,127.0,9
D014094,밥류,비빔밥 및 볶음밥류,소고기가지볶음밥,121.8,12
D014095,밥류,비빔밥 및 볶음밥류,소고기채소볶음밥,65.0,13
D014096,밥류,비빔밥 및 볶음밥류,참치생야채비빔밥,149.0,6
D014097,밥류,비빔밥 및 볶음밥류,청경채두부볶음밥,92.3,6
D014098,밥류,비빔밥 및 볶음밥류,토마토달걀볶음밥,104.5,6
D014099,밥류,비빔밥 및 볶음밥류,해물굴소스볶음밥,156.6,10
D014100,밥류,비빔밥 및 볶음밥류,닭가슴살우엉볶음밥,126.2,10
D014101,밥류,비빔밥 및 볶음밥류,돼지고기채소볶음밥,112.0,12
D014102,밥류,비빔밥 및 볶음밥류,명란아보카도비빔밥,219.3,8
D014103,밥류,비빔밥 및 볶음밥류,새우파인애플볶음밥,121.5,12
D014104,밥류,비빔밥 및 볶음밥류,소고기고사리볶음밥,88.2,11
D014105,밥류,비빔밥 및 볶음밥류,아보카도명란비빔밥,186.8,11
D014106,밥류,비빔밥 및 볶음밥류,파인애플새우볶음밥,167.8,16
D014107,밥류,비빔밥 및 볶음밥류,파프리카야채볶음밥,151.0,9
D014108,밥류,비빔밥 및 볶음밥류,안매운김치치즈볶음밥,88.0,5
D014109,밥류,비빔밥 및 볶음밥류,한우장조림버터비빔밥,81.5,14
D014110,밥류,비빔밥 및 볶음밥류,닭가슴살과견과류비빔밥,159.5,9
D014111,밥류,비빔밥 및 볶음밥류,닭가슴살데리야끼채소비빔밥,334.0,20
D014112,밥류,비빔밥 및 볶음밥류,굴소스야채볶음밥(소),123.0,9
D014113,밥류,비빔밥 및 볶음밥류,멕시칸볶음밥(세계음식-멕시코),165.0,12
D014114,밥류,비빔밥 및 볶음밥류,배추나물밥&amp;양념장,107.0,9
D014115,밥류,비빔밥 및 볶음밥류,김치볶음밥&amp;달걀후라이,255.32,17
D014116,밥류,비빔밥 및 볶음밥류,산채비빔밥&amp;표고약고추장,347.5,19
D014117,밥류,비빔밥 및 볶음밥류,곤드레무밥/양념장,124.9,9
D014118,밥류,비빔밥 및 볶음밥류,버섯영양밥/양념장,81.9,9
D014119,밥류,비빔밥 및 볶음밥류,시래기무밥/양념장,146.3,8
D014120,밥류,비빔밥 및 볶음밥류,콩나물무밥/양념장,121.5,9
D014121,밥류,비빔밥 및 볶음밥류,소라톳밥&amp;부추양념장,112.2,9
D014122,밥류,비빔밥 및 볶음밥류,꽁보리밥(비빔밥용),54.0,4
D014123,밥류,비빔밥 및 볶음밥류,톳영양밥/양념장,216.2,8
D014124,밥류,비빔밥 및 볶음밥류,곤드레밥/부추파프리카양념장,183.3,15
D014125,밥류,비빔밥 및 볶음밥류,냉이 강된장비빔밥,238.0,11
D014126,밥류,비빔밥 및 볶음밥류,가지볶음밥,556.3,12
D014127,밥류,비빔밥 및 볶음밥류,미역볶음밥,231.3,14
D014128,밥류,비빔밥 및 볶음밥류,채소비빔밥,866.0,16
D014129,밥류,비빔밥 및 볶음밥류,해물볶음밥,313.0,13
D014130,밥류,비빔밥 및 볶음밥류,근채류주먹밥,289.0,13
D014131,밥류,비빔밥 및 볶음밥류,닭고기볶음밥,268.0,9
D014132,밥류,비빔밥 및 볶음밥류,청국장볶음밥,330.0,19
D014133,밥류,비빔밥 및 볶음밥류,파인애플볶음밥,538.0,14
D014134,밥류,비빔밥 및 볶음밥류,토마토카레 채소볶음밥,348.1,13
D015001,밥류,덮밥 및 국밥류,계란덮밥,397.0,13
D015002,밥류,덮밥 및 국밥류,닭고기덮밥,356.5,11
D015003,밥류,덮밥 및 국밥류,두부덮밥,387.0,12
D015004,밥류,덮밥 및 국밥류,소고기국밥,1007.0,7
D015005,밥류,덮밥 및 국밥류,소고기덮밥,367.0,11
D015006,밥류,덮밥 및 국밥류,소고기덮밥(양송이버섯),377.0,12
D015007,밥류,덮밥 및 국밥류,순대국밥,1053.5,12
D015008,밥류,덮밥 및 국밥류,오징어덮밥(고추장),390.0,12
D015009,밥류,덮밥 및 국밥류,잡채밥,319.5,10
D015010,밥류,덮밥 및 국밥류,잡탕밥,380.5,13
D015011,밥류,덮밥 및 국밥류,제육덮밥(고추장),360.0,14
D015012,밥류,덮밥 및 국밥류,짜장밥,363.0,11
D015013,밥류,덮밥 및 국밥류,카레라이스,389.0,10
D015014,밥류,덮밥 및 국밥류,하이라이스,338.0,11
D015015,밥류,덮밥 및 국밥류,한치덮밥(고추장),416.0,14
D015016,밥류,덮밥 및 국밥류,해물덮밥(고추장),369.0,13
D015017,밥류,덮밥 및 국밥류,"회덮밥(참치, 고추장)",389.0,12
D015018,밥류,덮밥 및 국밥류,"회덮밥(참치, 초고추장)",380.0,13
D015021,밥류,덮밥 및 국밥류,다슬기국밥(올갱이국밥),961.1,11
D015029,밥류,덮밥 및 국밥류,전주콩나물국밥,875.0,10
D015030,밥류,덮밥 및 국밥류,해물덮밥(고추장),249.0,12
D015031,밥류,덮밥 및 국밥류,카레라이스,226.6,10
D015032,밥류,덮밥 및 국밥류,수수차밥,241.0,6
D015033,밥류,덮밥 및 국밥류,양파버섯덮밥,326.05,12
D015034,밥류,덮밥 및 국밥류,장어밥,218.5,9
D015035,밥류,덮밥 및 국밥류,차돌박이미나리덮밥,306.05,13
D015036,밥류,덮밥 및 국밥류,굴국밥,91.7,11
D015037,밥류,덮밥 및 국밥류,날치알밥,123.0,6
D015038,밥류,덮밥 및 국밥류,달걀덮밥,107.0,11
D015039,밥류,덮밥 및 국밥류,짬뽕덮밥,184.6,19
D015040,밥류,덮밥 및 국밥류,닭갈비덮밥,170.3,12
D015041,밥류,덮밥 및 국밥류,닭살짜장밥,133.0,10
D015042,밥류,덮밥 및 국밥류,소고기규동,264.2,16
D015043,밥류,덮밥 및 국밥류,야채자장밥,125.0,8
D015044,밥류,덮밥 및 국밥류,양송이덮밥,197.2,14
D015045,밥류,덮밥 및 국밥류,팔보채덮밥,233.0,19
D015046,밥류,덮밥 및 국밥류,고추잡채덮밥,255.02,13
D015047,밥류,덮밥 및 국밥류,단호박리조또,146.3,9
D015048,밥류,덮밥 및 국밥류,마파두부덮밥,147.0,12
D015049,밥류,덮밥 및 국밥류,참치마요덮밥,153.8,17
D015050,밥류,덮밥 및 국밥류,치킨마요덮밥,88.2,12
D015051,밥류,덮밥 및 국밥류,해물볶음덮밥,362.0,12
D015052,밥류,덮밥 및 국밥류,훈제연어덮밥,177.7,8
D015053,밥류,덮밥 및 국밥류,바질새우리조또,134.3,10
D015054,밥류,덮밥 및 국밥류,버섯카레라이스,225.5,10
D015055,밥류,덮밥 및 국밥류,소고기미역국밥,51.3,6
D015056,밥류,덮밥 및 국밥류,주꾸미볶음덮밥,196.0,8
D015057,밥류,덮밥 및 국밥류,쭈꾸미볶음덮밥,190.0,12
D015058,밥류,덮밥 및 국밥류,토마토제육덮밥,352.1,18
D015059,밥류,덮밥 및 국밥류,토마토카레덮밥,217.3,10
D015060,밥류,덮밥 및 국밥류,깐풍돼지고기덮밥,111.5,13
D015061,밥류,덮밥 및 국밥류,돼지고기부추덮밥,213.08,13
D015062,밥류,덮밥 및 국밥류,돼지고기짜장덮밥,112.5,11
D015063,밥류,덮밥 및 국밥류,베이컨로제리조또,140.9,10
D015064,밥류,덮밥 및 국밥류,새우살굴소스덮밥,126.0,9
D015065,밥류,덮밥 및 국밥류,소고기카레라이스,184.0,8
D015066,밥류,덮밥 및 국밥류,소고기하이라이스,255.0,8
D015067,밥류,덮밥 및 국밥류,토마토비프리조또,252.41,15
D015068,밥류,덮밥 및 국밥류,훈제오리양파덮밥,121.0,7
D015069,밥류,덮밥 및 국밥류,돼지고기양송이덮밥,8.54,16
D015070,밥류,덮밥 및 국밥류,새우살마파두부덮밥,205.0,13
D015071,밥류,덮밥 및 국밥류,중화풍마파두부덮밥,168.5,17
D015072,밥류,덮밥 및 국밥류,돼지고기마파두부덮밥,117.5,10
D015073,밥류,덮밥 및 국밥류,코코넛밀크새우그린커리,252.0,11
D015074,밥류,덮밥 및 국밥류,단호박병아리콩카레라이스,228.0,11
D015075,밥류,덮밥 및 국밥류,팽이버섯덮밥/달걀후라이,103.6,11
D015076,밥류,덮밥 및 국밥류,구운달걀 카레덮밥,293.8,10
D015077,밥류,덮밥 및 국밥류,돼지고기 가지덮밥,205.4,15
D015078,밥류,덮밥 및 국밥류,묵계밥,424.0,13
D015079,밥류,덮밥 및 국밥류,봄나물밥,200.0,9
D015080,밥류,덮밥 및 국밥류,불고기덮밥,620.0,16
D015081,밥류,덮밥 및 국밥류,전복내장밥,318.0,12
D015082,밥류,덮밥 및 국밥류,치즈리조또,176.0,7
D015083,밥류,덮밥 및 국밥류,두부달걀덮밥,332.1,13
D015084,밥류,덮밥 및 국밥류,매생이찰범벅,366.0,7
D015085,밥류,덮밥 및 국밥류,바비큐리조또,810.0,14
D015086,밥류,덮밥 및 국밥류,닭가슴살리조또,537.0,14
D016001,밥류,김(초)밥,김밥(게맛살),283.0,9
D016002,밥류,김(초)밥,김밥(비엔나소시지),289.0,9
D016003,밥류,김(초)밥,김밥(어묵),280.0,9
D016004,밥류,김(초)밥,김밥(햄),276.0,9
D016005,밥류,김(초)밥,미역유부밥(새우젓),298.0,4
D016006,밥류,김(초)밥,주먹밥,272.0,10
D016007,밥류,김(초)밥,초밥(문어),247.0,7
D016008,밥류,김(초)밥,초밥(새우),257.0,7
D016009,밥류,김(초)밥,초밥(연어),239.0,7
D016010,밥류,김(초)밥,초밥(유부),290.0,9
D016011,밥류,김(초)밥,초밥(장어),267.0,7
D016012,밥류,김(초)밥,초밥(참치),267.0,7
D016019,밥류,김(초)밥,기장상추주먹밥,222.6,13
D016020,밥류,김(초)밥,두부초밥,271.4,8
D016021,밥류,김(초)밥,수수떡갈비김밥,250.2,21
D016022,밥류,김(초)밥,우리통밀 뿌리채소주먹밥,256.05,12
D016023,밥류,김(초)밥,현미채소초밥,279.0,11
D016024,밥류,김(초)밥,김주먹밥,35.8,5
D016025,밥류,김(초)밥,충무김밥,73.0,10
D016026,밥류,김(초)밥,참치주먹밥,146.8,10
D016027,밥류,김(초)밥,김가루주먹밥,92.5,10
D016028,밥류,김(초)밥,묵은지주먹밥,102.23,10
D016029,밥류,김(초)밥,소고기주먹밥,83.02,9
D016030,밥류,김(초)밥,햄채소주먹밥,61.6,9
D016031,밥류,김(초)밥,잔멸치김가루주먹밥(소),70.1,7
D016032,밥류,김(초)밥,봄주먹밥,319.0,19
D016033,밥류,김(초)밥,양배추롤,262.0,9
D016034,밥류,김(초)밥,구운주먹밥,195.0,8
D016035,밥류,김(초)밥,깐풍주먹밥,336.0,14
D016036,밥류,김(초)밥,닭봉주먹밥,412.0,19
D016037,밥류,김(초)밥,깻잎장아찌롤,401.0,12
D016038,밥류,김(초)밥,새싹참치김밥,242.0,10
D016039,밥류,김(초)밥,참치비빔밥롤,326.0,17
D016040,밥류,김(초)밥,오징어불고기김밥,605.0,13
D016041,밥류,김(초)밥,채소 초밥,186.9,15
D017001,밥류,기타,밤밥,100.0,3
D017002,밥류,기타,강황밥,90.01,3
D017003,밥류,기타,굴무밥,225.0,4
D017004,밥류,기타,녹차밥,92.3,3
D017005,밥류,기타,영양밥,67.0,5
D017006,밥류,기타,홍합밥,112.0,5
D017007,밥류,기타,닭고기솥밥,92.5,8
D017008,밥류,기타,클로렐라밥,85.0,3
D017009,밥류,기타,소불고기브리또,175.6,10
D017010,밥류,기타,제주고구마밥(향토-제주도),130.0,2
D017011,밥류,기타,이천영양밥(향토-경기도),99.0,5
D021001,과자 및 빵류,빵류,건포도빵,80.0,1
D021002,과자 및 빵류,빵류,곰보빵,80.0,1
D021003,과자 및 빵류,빵류,단팥빵,80.0,1
D021004,과자 및 빵류,빵류,도우넛(링),80.0,1
D021005,과자 및 빵류,빵류,도우넛(팥),80.0,1
D021006,과자 및 빵류,빵류,바게트빵,80.0,1
D021007,과자 및 빵류,빵류,식빵(옥수수),100.0,1
D021009,과자 및 빵류,빵류,토스트,100.0,1
D021010,과자 및 빵류,빵류,팬케이크,78.0,4
D021011,과자 및 빵류,빵류,프렌치토스트,191.0,5
D021012,과자 및 빵류,빵류,"피자(슈퍼슈프림, 냉동)",150.0,1
D021013,과자 및 빵류,빵류,핫도그(냉동),60.0,1
D021014,과자 및 빵류,빵류,햄버거(소고기패티),150.0,1
D021023,과자 및 빵류,빵류,꽈배기빵,100.0,1
D021024,과자 및 빵류,빵류,롤빵(하드),100.0,1
D021025,과자 및 빵류,빵류,롤빵(소프트),100.0,1
D021026,과자 및 빵류,빵류,마늘빵,100.0,1
D021027,과자 및 빵류,빵류,머핀(우유),100.0,1
D021028,과자 및 빵류,빵류,모닝빵,100.0,1
D021029,과자 및 빵류,빵류,모카빵,100.0,1
D021030,과자 및 빵류,빵류,베이글,100.0,1
D021031,과자 및 빵류,빵류,식빵,100.0,1
D021032,과자 및 빵류,빵류,식빵(우유),100.0,1
D021033,과자 및 빵류,빵류,옥수수빵,100.0,1
D021034,과자 및 빵류,빵류,잼빵,100.0,1
D021035,과자 및 빵류,빵류,찐빵(팥),100.0,1
D021036,과자 및 빵류,빵류,찐빵(채소),100.0,1
D021037,과자 및 빵류,빵류,찐빵(단호박),100.0,1
